documento;nome_cliente;status_cliente;vendedor_crm;ddd;data_cadastro;recencia;frequencia;monetario;ticket_medio;segmento;omnichannel;primeira_compra;ultima_compra
42.251.257/2469-22;Camila Martins;inactive;Venda Direta;91;2022-12-03;617,0;1,0;69,49;69,49;Inativo;False;2023-03-24;2023-03-24
71.862.402/9847-75;Isabela Gomes;active;Keli;61;2022-08-10;68,0;5,0;4956,42;991,28;VIP;True;2022-10-13;2024-09-23
90.323.142/8923-12;Camila Santos;active;Larissa;61;2024-10-08;317,0;3,0;2388,85;796,28;Em Risco;False;2022-03-02;2024-01-18
21.695.115/8631-68;Camila Santos;active;Fernanda;21;2024-01-30;272,0;2,0;1044,75;522,38;Regular;True;2022-01-13;2024-03-03
58.162.660/8413-42;Joana Carvalho;active;Vanessa;51;2023-11-20;57,0;6,0;9415,45;1569,24;VIP;True;2022-06-21;2024-10-04
39.431.626/5945-32;Patricia Carvalho;inactive;Patrícia;91;2022-04-28;;;;;Regular;False;;
87.705.836/3877-88;Patricia Souza;active;Tatiane;11;2022-06-23;;;;;Regular;False;;
80.370.845/9749-73;Patricia Santos;active;Patrícia;41;2022-11-15;18,0;6,0;6623,23;1103,87;VIP;True;2022-03-08;2024-11-12
55.348.345/1939-84;Clara Oliveira;active;Fernanda;31;2023-03-17;95,0;2,0;637,3;318,65;Novo Promissor;True;2022-12-29;2024-08-27
38.834.801/9853-29;Beatriz Souza;active;Luciana;11;2023-02-19;553,0;1,0;432,11;432,11;Inativo;False;2023-05-27;2023-05-27
42.939.892/6985-66;Sofia Martins;inactive;Camila;11;2024-10-24;442,0;3,0;5209,22;1736,41;Inativo;False;2022-03-26;2023-09-15
96.232.154/9252-98;Sofia Nascimento;active;Mariana;11;2024-08-07;323,0;3,0;2709,93;903,31;Em Risco;False;2022-09-10;2024-01-12
17.371.345/6295-70;Mariana Lima;active;Fernanda;11;2022-03-24;116,0;2,0;490,4;245,2;Novo Promissor;False;2024-04-20;2024-08-06
24.804.761/6221-63;Mariana Rodrigues;active;Carla;21;2024-09-15;121,0;4,0;3905,87;976,47;VIP;True;2023-03-30;2024-08-01
23.391.821/9529-76;Bruna Almeida;active;Venda Direta;51;2023-05-08;43,0;6,0;8742,72;1457,12;VIP;True;2022-04-15;2024-10-18
19.148.586/7766-74;Beatriz Costa;active;Bianca;21;2022-01-06;88,0;2,0;2210,28;1105,14;Novo Promissor;True;2023-08-08;2024-09-03
66.894.724/5228-80;Camila Araujo;active;Carla;41;2023-12-06;2,0;5,0;8038,92;1607,78;VIP;True;2022-05-17;2024-11-28
92.156.475/5366-85;Patricia Almeida;inactive;Débora;91;2022-12-13;413,0;2,0;1057,42;528,71;Inativo;False;2022-09-04;2023-10-14
39.631.742/7265-50;Leticia Nascimento;active;Carla;31;2023-06-18;185,0;1,0;1384,04;1384,04;Novo Promissor;False;2024-05-29;2024-05-29
48.741.122/3810-94;Gabriela Silva;active;Venda Direta;21;2023-10-19;293,0;3,0;6387,87;2129,29;Em Risco;True;2022-04-21;2024-02-11
25.108.112/6938-73;Maria Almeida;inactive;Elaine;41;2024-08-12;108,0;6,0;4329,64;721,61;VIP;True;2022-03-15;2024-08-14
61.308.649/4683-74;Renata Almeida;active;Elaine;91;2023-03-27;536,0;1,0;577,31;577,31;Inativo;False;2023-06-13;2023-06-13
27.290.150/1652-49;Ana Martins;inactive;Amanda;41;2024-10-22;344,0;1,0;720,22;720,22;Regular;False;2023-12-22;2023-12-22
64.720.818/2645-77;Joana Martins;inactive;Renata;51;2024-07-06;18,0;6,0;8847,1;1474,52;VIP;True;2022-10-16;2024-11-12
42.763.519/6874-19;Paula Ferreira;active;Keli;41;2024-08-11;569,0;3,0;2654,7;884,9;Inativo;False;2022-09-21;2023-05-11
29.464.463/8819-71;Bruna Carvalho;active;Venda Direta;81;2022-08-02;25,0;5,0;3946,97;789,39;VIP;True;2022-01-11;2024-11-05
27.705.591/7127-72;Joana Gomes;active;Simone;41;2024-06-18;280,0;1,0;494,25;494,25;Regular;False;2024-02-24;2024-02-24
93.636.367/6912-20;Camila Souza;active;Larissa;21;2023-01-08;185,0;4,0;2963,79;740,95;VIP;True;2023-04-06;2024-05-29
73.812.225/7449-71;Isabela Ferreira;inactive;Patrícia;41;2023-10-15;13,0;3,0;1606,04;535,35;Leal;True;2022-12-27;2024-11-17
98.454.727/5784-23;Beatriz Santos;active;Renata;21;2023-05-22;22,0;4,0;5234,8;1308,7;VIP;True;2023-03-02;2024-11-08
10.308.380/9808-28;Sofia Lima;active;Aline;91;2024-09-09;99,0;2,0;4060,58;2030,29;Novo Promissor;True;2022-04-28;2024-08-23
32.620.729/4677-59;Beatriz Carvalho;inactive;Simone;81;2023-07-30;57,0;3,0;11981,21;3993,74;Leal;True;2023-11-20;2024-10-04
25.388.485/9205-10;Gabriela Pereira;active;Tatiane;91;2022-11-29;18,0;5,0;3554,24;710,85;VIP;True;2022-03-01;2024-11-12
67.444.499/5953-56;Patricia Oliveira;active;Débora;41;2022-07-31;83,0;3,0;3051,21;1017,07;Leal;True;2022-04-22;2024-09-08
53.563.369/2244-33;Leticia Carvalho;active;Juliana;11;2022-10-16;524,0;3,0;2675,21;891,74;Inativo;True;2022-12-06;2023-06-25
64.498.950/2306-83;Paula Souza;active;Débora;31;2023-09-02;208,0;8,0;8870,71;1108,84;Em Risco;True;2022-07-20;2024-05-06
96.596.427/1909-72;Paula Silva;active;Vanessa;71;2022-06-15;194,0;4,0;4334,28;1083,57;VIP;True;2023-04-27;2024-05-20
74.423.483/5670-90;Fernanda Costa;inactive;Débora;11;2022-05-06;812,0;1,0;447,08;447,08;Inativo;False;2022-09-10;2022-09-10
96.291.771/2907-88;Natalia Martins;active;Amanda;81;2024-11-21;160,0;5,0;3393,65;678,73;VIP;True;2022-05-14;2024-06-23
22.293.479/2426-33;Beatriz Nascimento;inactive;Camila;91;2022-10-01;40,0;4,0;2807,77;701,94;VIP;False;2022-01-12;2024-10-21
97.110.286/3825-50;Amanda Carvalho;active;Mariana;81;2024-11-10;192,0;5,0;3923,07;784,61;VIP;True;2022-04-10;2024-05-22
36.684.151/8195-74;Leticia Gomes;active;Venda Direta;51;2023-09-07;24,0;4,0;2557,97;639,49;Leal;True;2022-02-10;2024-11-06
26.450.527/2789-91;Gabriela Martins;active;Bianca;91;2022-10-03;182,0;2,0;1718,64;859,32;Novo Promissor;True;2024-02-06;2024-06-01
56.393.842/6872-79;Gabriela Almeida;active;Camila;41;2024-10-27;423,0;3,0;2534,22;844,74;Inativo;True;2022-09-24;2023-10-04
85.152.474/4406-40;Leticia Araujo;inactive;Vanessa;91;2024-10-12;32,0;3,0;1931,88;643,96;Leal;True;2022-04-11;2024-10-29
16.157.204/8433-19;Amanda Costa;active;Simone;11;2022-04-07;45,0;4,0;1452,44;363,11;Leal;True;2022-11-20;2024-10-16
48.767.257/5644-76;Fernanda Ferreira;inactive;Patrícia;31;2022-10-04;13,0;2,0;2503,21;1251,6;Novo Promissor;False;2022-03-23;2024-11-17
52.562.824/6939-65;Mariana Carvalho;inactive;Fernanda;41;2024-03-10;402,0;3,0;1905,93;635,31;Inativo;False;2022-10-22;2023-10-25
85.935.850/9283-32;Patricia Almeida;inactive;Larissa;11;2022-11-28;98,0;4,0;8041,88;2010,47;VIP;True;2022-08-21;2024-08-24
72.208.416/4239-53;Joana Lima;active;Larissa;61;2022-07-24;82,0;2,0;1017,06;508,53;Novo Promissor;False;2024-08-28;2024-09-09
95.534.541/7361-42;Amanda Oliveira;inactive;Larissa;41;2022-04-13;530,0;2,0;1317,09;658,54;Inativo;False;2022-04-06;2023-06-19
25.377.668/8741-91;Isabela Souza;active;Camila;41;2024-09-30;172,0;5,0;4929,46;985,89;VIP;True;2023-05-24;2024-06-11
80.853.701/7981-39;Isabela Nascimento;active;Aline;11;2024-08-12;85,0;6,0;4823,46;803,91;VIP;True;2022-08-01;2024-09-06
32.387.185/1364-18;Joana Nascimento;active;Mariana;51;2022-12-26;254,0;4,0;4316,45;1079,11;Em Risco;True;2022-08-19;2024-03-21
40.938.368/5793-12;Camila Pereira;inactive;Camila;91;2022-02-08;77,0;4,0;3975,42;993,86;VIP;True;2023-10-12;2024-09-14
44.888.931/1179-43;Clara Martins;active;Adriana;61;2022-11-03;321,0;1,0;581,26;581,26;Regular;False;2024-01-14;2024-01-14
44.882.987/1773-94;Mariana Rodrigues;active;Mariana;81;2024-06-02;314,0;4,0;2536,61;634,15;Em Risco;True;2022-07-13;2024-01-21
41.535.182/6344-37;Camila Oliveira;active;Simone;41;2023-06-04;234,0;3,0;1779,59;593,2;Em Risco;False;2023-04-03;2024-04-10
94.217.581/5287-88;Maria Ferreira;active;Elaine;91;2024-05-27;;;;;Regular;False;;
87.758.206/5477-24;Ana Martins;active;Adriana;71;2022-02-15;43,0;3,0;2086,24;695,41;Leal;True;2023-06-24;2024-10-18
15.343.684/8012-93;Bruna Gomes;inactive;Patrícia;71;2022-07-13;479,0;3,0;1343,04;447,68;Inativo;False;2022-02-11;2023-08-09
47.637.309/1603-60;Sofia Martins;active;Larissa;81;2022-09-06;378,0;4,0;1738,41;434,6;Em Risco;True;2022-09-22;2023-11-18
82.734.408/4770-79;Luiza Souza;inactive;Keli;21;2024-10-09;444,0;2,0;933,59;466,8;Inativo;True;2022-12-18;2023-09-13
87.959.285/2879-22;Mariana Silva;active;Venda Direta;61;2022-07-26;993,0;2,0;1470,91;735,46;Inativo;True;2022-02-04;2022-03-13
52.175.150/9978-30;Paula Martins;inactive;Keli;71;2022-04-25;26,0;3,0;2996,18;998,73;Leal;True;2023-10-26;2024-11-04
92.379.637/4756-37;Amanda Oliveira;active;Camila;31;2022-08-27;260,0;3,0;3113,4;1037,8;Em Risco;True;2023-11-22;2024-03-15
91.591.455/6392-77;Clara Rodrigues;active;Elaine;81;2023-07-20;88,0;5,0;3144,2;628,84;VIP;True;2022-04-06;2024-09-03
53.672.222/5803-83;Camila Silva;active;Fernanda;11;2024-01-06;374,0;5,0;4078,51;815,7;Em Risco;True;2022-03-14;2023-11-22
34.422.210/4160-58;Fernanda Santos;active;Patrícia;11;2023-05-23;543,0;2,0;1979,17;989,58;Inativo;True;2022-03-04;2023-06-06
79.893.811/3586-98;Maria Lima;inactive;Renata;31;2022-06-04;246,0;2,0;1370,21;685,1;Regular;True;2023-09-10;2024-03-29
27.793.356/6308-12;Bruna Lima;active;Camila;61;2023-04-06;84,0;6,0;4001,89;666,98;VIP;True;2022-04-25;2024-09-07
77.908.776/8986-24;Renata Pereira;active;Carla;71;2024-03-01;402,0;1,0;612,2;612,2;Inativo;False;2023-10-25;2023-10-25
17.649.213/6769-87;Joana Souza;active;Luciana;21;2023-10-16;157,0;6,0;2871,18;478,53;VIP;True;2022-06-27;2024-06-26
58.268.438/5893-14;Bruna Rodrigues;active;Amanda;61;2022-11-13;96,0;5,0;3617,77;723,55;VIP;True;2022-11-14;2024-08-26
80.310.386/2785-97;Amanda Souza;active;Fernanda;51;2023-03-27;49,0;4,0;4282,86;1070,71;VIP;True;2022-05-18;2024-10-12
32.659.208/1295-15;Luiza Nascimento;active;Fernanda;61;2023-07-31;593,0;2,0;1118,86;559,43;Inativo;True;2022-07-14;2023-04-17
47.780.967/5890-84;Mariana Martins;active;Elaine;11;2023-05-11;148,0;6,0;3425,47;570,91;VIP;True;2022-03-18;2024-07-05
78.924.884/1986-56;Leticia Pereira;active;Larissa;71;2022-12-28;49,0;1,0;318,16;318,16;Novo Promissor;False;2024-10-12;2024-10-12
88.721.112/1906-95;Fernanda Ferreira;inactive;Fernanda;81;2023-04-02;20,0;2,0;954,52;477,26;Novo Promissor;True;2022-05-02;2024-11-10
33.320.172/8939-55;Paula Araujo;active;Priscila;71;2022-05-09;219,0;1,0;3269,83;3269,83;Regular;False;2024-04-25;2024-04-25
27.654.307/4081-82;Patricia Ferreira;active;Bianca;91;2024-11-28;1005,0;1,0;483,86;483,86;Inativo;False;2022-03-01;2022-03-01
68.642.767/3107-12;Natalia Souza;active;Juliana;11;2024-03-22;148,0;4,0;2650,33;662,58;Leal;True;2023-03-20;2024-07-05
64.881.541/6006-11;Joana Ferreira;active;Larissa;91;2024-05-22;452,0;3,0;5586,46;1862,15;Inativo;True;2022-08-05;2023-09-05
33.817.931/6830-33;Bruna Lima;inactive;Tatiane;31;2022-12-16;32,0;2,0;1719,38;859,69;Novo Promissor;True;2024-10-11;2024-10-29
36.264.833/9282-48;Maria Pereira;inactive;Tatiane;21;2023-10-07;39,0;4,0;6166,5;1541,62;VIP;True;2022-02-08;2024-10-22
72.306.381/2088-13;Clara Silva;active;Mariana;61;2023-03-28;470,0;3,0;4749,24;1583,08;Inativo;True;2022-01-10;2023-08-18
38.860.868/5490-83;Renata Martins;inactive;Camila;51;2022-04-19;432,0;3,0;7006,77;2335,59;Inativo;True;2022-06-24;2023-09-25
68.673.436/4747-65;Beatriz Almeida;active;Mariana;41;2023-07-31;334,0;2,0;583,04;291,52;Regular;False;2022-08-16;2024-01-01
30.240.364/9330-84;Gabriela Nascimento;active;Aline;41;2022-08-29;251,0;5,0;5598,41;1119,68;Em Risco;True;2022-03-12;2024-03-24
79.484.729/5300-95;Maria Martins;active;Adriana;81;2023-08-14;3,0;1,0;987,67;987,67;Novo Promissor;False;2024-11-27;2024-11-27
65.898.904/8002-87;Paula Lima;inactive;Priscila;31;2023-08-01;204,0;2,0;2203,49;1101,74;Regular;False;2023-07-04;2024-05-10
56.989.424/5537-45;Paula Silva;active;Débora;11;2022-11-21;347,0;2,0;1490,05;745,03;Regular;True;2022-06-01;2023-12-19
41.325.163/3985-57;Fernanda Carvalho;active;Elaine;51;2023-01-06;216,0;3,0;1865,9;621,97;Em Risco;True;2022-10-05;2024-04-28
83.597.948/4988-69;Ana Rodrigues;active;Patrícia;81;2022-04-15;273,0;6,0;4119,05;686,51;Em Risco;True;2022-09-29;2024-03-02
22.356.676/1037-34;Gabriela Costa;active;Carla;31;2022-04-08;71,0;6,0;3784,95;630,82;VIP;True;2022-07-18;2024-09-20
35.560.670/2832-39;Ana Rodrigues;inactive;Mariana;21;2022-04-06;560,0;1,0;1268,74;1268,74;Inativo;False;2023-05-20;2023-05-20
66.532.147/1432-56;Beatriz Silva;active;Simone;11;2022-02-15;356,0;3,0;960,7;320,23;Em Risco;False;2022-03-01;2023-12-10
65.676.367/2751-15;Patricia Nascimento;active;Venda Direta;41;2024-06-08;19,0;4,0;2188,42;547,1;Leal;True;2022-11-08;2024-11-11
98.548.892/1256-41;Bruna Souza;active;Venda Direta;21;2022-01-31;8,0;3,0;3044,71;1014,9;Leal;True;2022-01-11;2024-11-22
12.148.758/3460-59;Beatriz Carvalho;active;Priscila;81;2023-02-12;112,0;4,0;2410,31;602,58;Leal;True;2022-07-22;2024-08-10
11.940.244/5515-70;Amanda Gomes;active;Fernanda;91;2023-12-17;28,0;4,0;5158,62;1289,66;VIP;True;2022-10-19;2024-11-02
26.660.943/6563-29;Luiza Carvalho;active;Bianca;11;2023-10-06;321,0;4,0;6901,53;1725,38;Em Risco;True;2022-09-09;2024-01-14
59.742.654/7200-59;Bruna Martins;active;Priscila;21;2023-11-29;395,0;5,0;4451,66;890,33;Perdendo VIP;True;2022-06-12;2023-11-01
77.277.392/1045-51;Mariana Souza;active;Vanessa;61;2024-08-30;225,0;2,0;1512,73;756,36;Regular;True;2022-09-17;2024-04-19
24.516.947/7282-29;Gabriela Silva;active;Venda Direta;71;2023-12-02;245,0;3,0;2701,52;900,51;Em Risco;True;2022-10-23;2024-03-30
33.736.803/3421-89;Luiza Pereira;active;Elaine;21;2024-05-25;641,0;1,0;383,98;383,98;Inativo;False;2023-02-28;2023-02-28
74.187.187/1712-95;Amanda Rodrigues;active;Venda Direta;81;2024-06-24;578,0;1,0;249,69;249,69;Inativo;False;2023-05-02;2023-05-02
85.481.700/4644-24;Beatriz Carvalho;active;Camila;91;2024-03-19;642,0;5,0;4282,45;856,49;Perdendo VIP;True;2022-06-24;2023-02-27
60.638.313/3108-67;Mariana Santos;active;Adriana;81;2023-08-22;88,0;5,0;6341,61;1268,32;VIP;False;2023-11-10;2024-09-03
40.318.111/7957-40;Mariana Santos;active;Débora;91;2024-08-24;264,0;8,0;5877,99;734,75;Em Risco;True;2022-03-01;2024-03-11
41.259.336/4900-55;Maria Carvalho;active;Juliana;61;2023-09-25;73,0;5,0;7634,71;1526,94;VIP;True;2022-06-12;2024-09-18
94.557.179/8939-61;Ana Oliveira;inactive;Elaine;71;2022-05-15;790,0;1,0;3530,35;3530,35;Inativo;False;2022-10-02;2022-10-02
98.770.814/2845-26;Bruna Gomes;active;Larissa;61;2022-11-24;176,0;3,0;5422,65;1807,55;Leal;True;2023-09-06;2024-06-07
84.838.972/2509-31;Paula Nascimento;inactive;Fernanda;71;2022-07-18;60,0;3,0;3493,24;1164,41;Leal;True;2022-08-14;2024-10-01
52.979.214/8714-13;Juliana Souza;inactive;Débora;31;2023-11-14;286,0;6,0;5223,56;870,59;Em Risco;True;2022-02-10;2024-02-18
89.435.988/4811-28;Juliana Souza;active;Camila;41;2022-05-04;207,0;3,0;3339,2;1113,07;Em Risco;True;2023-12-30;2024-05-07
90.784.765/3709-67;Patricia Pereira;active;Carla;91;2024-01-24;346,0;3,0;3046,94;1015,65;Em Risco;False;2023-02-17;2023-12-20
72.603.767/3496-53;Ana Gomes;active;Bianca;31;2023-01-17;29,0;4,0;5837,81;1459,45;VIP;True;2022-02-14;2024-11-01
52.520.421/9080-49;Paula Pereira;active;Renata;21;2023-07-25;227,0;4,0;6132,29;1533,07;Em Risco;True;2022-09-02;2024-04-17
47.696.748/7604-84;Sofia Silva;inactive;Venda Direta;71;2024-03-08;39,0;2,0;2018,55;1009,28;Novo Promissor;False;2022-03-28;2024-10-22
70.563.478/2025-81;Beatriz Nascimento;active;Patrícia;61;2024-06-09;271,0;4,0;2056,15;514,04;Em Risco;True;2022-04-09;2024-03-04
52.737.269/8372-66;Juliana Souza;active;Mariana;31;2022-06-25;266,0;3,0;1363,44;454,48;Em Risco;True;2022-02-05;2024-03-09
90.571.294/4741-22;Patricia Santos;active;Amanda;61;2023-01-15;776,0;1,0;873,74;873,74;Inativo;False;2022-10-16;2022-10-16
28.106.665/5711-95;Juliana Ferreira;inactive;Bianca;71;2022-06-14;32,0;3,0;2211,56;737,19;Leal;True;2022-09-20;2024-10-29
91.672.698/5865-59;Sofia Ferreira;active;Renata;61;2024-02-03;19,0;2,0;1907,03;953,52;Novo Promissor;True;2023-10-24;2024-11-11
84.642.900/8690-42;Leticia Pereira;active;Fernanda;11;2023-09-07;530,0;2,0;1818,39;909,2;Inativo;False;2022-05-04;2023-06-19
16.995.898/5092-57;Renata Martins;active;Elaine;11;2022-06-22;7,0;5,0;4835,3;967,06;VIP;True;2022-04-27;2024-11-23
56.817.575/3666-89;Maria Pereira;active;Patrícia;91;2024-02-02;269,0;1,0;848,77;848,77;Regular;False;2024-03-06;2024-03-06
28.948.222/8641-15;Juliana Rodrigues;active;Venda Direta;61;2023-09-11;526,0;3,0;2513,56;837,85;Inativo;True;2022-02-17;2023-06-23
58.940.661/6899-32;Ana Almeida;active;Bianca;21;2023-10-27;29,0;4,0;2216,69;554,17;Leal;True;2023-02-08;2024-11-01
63.985.865/8226-45;Gabriela Ferreira;active;Aline;11;2024-05-08;17,0;3,0;2234,92;744,97;Leal;True;2022-06-03;2024-11-13
12.925.315/8736-26;Maria Ferreira;active;Simone;21;2023-07-10;350,0;4,0;3946,55;986,64;Em Risco;False;2022-11-17;2023-12-16
48.189.410/1556-85;Gabriela Oliveira;active;Aline;81;2023-09-29;2,0;7,0;8598,81;1228,4;VIP;True;2022-07-25;2024-11-28
10.632.632/9243-91;Mariana Pereira;active;Renata;51;2022-08-03;313,0;8,0;9762,51;1220,31;Em Risco;True;2022-09-26;2024-01-22
52.166.724/1671-19;Bruna Carvalho;active;Carla;71;2022-05-24;133,0;7,0;3969,65;567,09;VIP;True;2022-09-07;2024-07-20
73.331.936/4139-37;Leticia Almeida;active;Aline;71;2023-09-11;15,0;3,0;2450,62;816,87;Leal;True;2023-02-02;2024-11-15
62.727.150/7763-76;Isabela Nascimento;active;Camila;21;2024-10-04;104,0;7,0;7365,57;1052,22;VIP;True;2022-04-26;2024-08-18
83.786.283/2046-27;Clara Oliveira;active;Tatiane;41;2022-12-20;844,0;1,0;624,43;624,43;Inativo;False;2022-08-09;2022-08-09
10.390.931/1500-67;Beatriz Lima;active;Juliana;21;2022-10-08;261,0;3,0;5322,39;1774,13;Em Risco;False;2022-01-03;2024-03-14
68.591.612/8234-46;Natalia Gomes;active;Bianca;71;2024-04-16;85,0;4,0;2179,16;544,79;Leal;True;2022-04-04;2024-09-06
92.384.700/5284-13;Bruna Almeida;active;Aline;51;2023-01-25;530,0;2,0;931,68;465,84;Inativo;False;2023-02-01;2023-06-19
23.830.516/5482-96;Sofia Costa;active;Simone;11;2022-09-22;141,0;5,0;1827,36;365,47;Leal;True;2022-02-04;2024-07-12
94.332.762/9643-30;Natalia Oliveira;active;Renata;21;2022-01-06;45,0;2,0;1411,93;705,96;Novo Promissor;False;2022-04-12;2024-10-16
52.834.312/6241-47;Patricia Santos;active;Keli;61;2024-07-01;13,0;3,0;3073,04;1024,35;Leal;True;2022-01-08;2024-11-17
97.366.640/2782-69;Bruna Silva;active;Vanessa;41;2022-06-17;251,0;1,0;1174,67;1174,67;Regular;False;2024-03-24;2024-03-24
76.548.855/4218-55;Natalia Ferreira;active;Luciana;71;2022-12-21;34,0;3,0;3630,78;1210,26;Leal;True;2023-10-28;2024-10-27
58.889.433/7000-66;Camila Nascimento;inactive;Carla;21;2022-06-22;452,0;1,0;807,67;807,67;Inativo;False;2023-09-05;2023-09-05
23.143.243/5428-21;Leticia Costa;active;Débora;21;2024-04-29;41,0;6,0;6894,46;1149,08;VIP;True;2022-07-23;2024-10-20
64.406.969/2446-42;Clara Ferreira;active;Camila;61;2022-04-29;26,0;3,0;2692,62;897,54;Leal;False;2022-09-17;2024-11-04
42.896.424/6790-89;Ana Araujo;inactive;Camila;81;2022-06-23;388,0;4,0;2978,3;744,58;Perdendo VIP;True;2022-10-03;2023-11-08
40.211.657/1864-86;Natalia Pereira;active;Aline;11;2024-08-16;40,0;4,0;2321,96;580,49;Leal;True;2023-09-20;2024-10-21
61.749.571/7217-50;Fernanda Martins;inactive;Simone;51;2022-05-09;846,0;4,0;3332,47;833,12;Perdendo VIP;True;2022-02-21;2022-08-07
86.486.798/5659-43;Beatriz Pereira;active;Larissa;11;2022-07-06;264,0;1,0;382,62;382,62;Regular;False;2024-03-11;2024-03-11
58.511.566/1598-22;Ana Costa;active;Adriana;61;2024-06-11;576,0;1,0;486,86;486,86;Inativo;False;2023-05-04;2023-05-04
78.219.166/9123-80;Joana Gomes;active;Débora;71;2023-08-21;254,0;6,0;4203,64;700,61;Em Risco;True;2022-01-10;2024-03-21
33.802.569/7806-39;Juliana Santos;active;Tatiane;61;2022-07-29;23,0;6,0;3535,81;589,3;VIP;True;2022-02-01;2024-11-07
69.707.411/7452-16;Bruna Ferreira;active;Luciana;91;2024-10-05;293,0;3,0;1931,26;643,75;Em Risco;True;2023-07-12;2024-02-11
78.212.736/5019-13;Luiza Gomes;active;Mariana;31;2024-01-20;305,0;5,0;2963,26;592,65;Em Risco;True;2022-05-11;2024-01-30
43.220.296/8973-35;Patricia Pereira;active;Priscila;81;2023-06-16;147,0;2,0;1057,17;528,58;Novo Promissor;False;2024-01-22;2024-07-06
10.871.138/7655-42;Isabela Carvalho;inactive;Tatiane;31;2024-08-09;118,0;2,0;2413,75;1206,88;Novo Promissor;False;2023-01-04;2024-08-04
42.299.887/1527-30;Joana Santos;active;Renata;71;2023-07-14;33,0;7,0;5207,03;743,86;VIP;True;2022-01-27;2024-10-28
54.602.347/2406-96;Isabela Gomes;active;Amanda;51;2022-08-16;997,0;1,0;199,97;199,97;Inativo;False;2022-03-09;2022-03-09
91.161.898/2523-51;Bruna Rodrigues;active;Débora;11;2023-07-20;499,0;3,0;3089,67;1029,89;Inativo;True;2022-06-15;2023-07-20
21.932.845/3888-12;Bruna Pereira;active;Camila;41;2023-09-06;530,0;4,0;4411,28;1102,82;Perdendo VIP;True;2022-11-06;2023-06-19
18.205.790/9719-97;Ana Nascimento;active;Simone;91;2022-03-30;724,0;1,0;1121,61;1121,61;Inativo;False;2022-12-07;2022-12-07
87.992.486/6873-33;Patricia Rodrigues;active;Vanessa;81;2024-03-25;225,0;5,0;2440,35;488,07;Em Risco;True;2022-10-08;2024-04-19
82.752.997/1710-30;Renata Oliveira;active;Keli;31;2022-09-07;68,0;2,0;1761,59;880,8;Novo Promissor;False;2023-12-25;2024-09-23
28.700.914/6013-84;Beatriz Souza;active;Débora;21;2022-08-13;125,0;5,0;1961,99;392,4;Leal;True;2022-02-15;2024-07-28
42.515.547/5180-48;Paula Pereira;inactive;Vanessa;91;2024-06-21;824,0;2,0;1771,62;885,81;Inativo;True;2022-01-12;2022-08-29
93.171.909/6640-34;Ana Araujo;active;Bianca;11;2024-08-28;85,0;4,0;5272,98;1318,24;VIP;True;2022-06-19;2024-09-06
98.357.374/2773-29;Mariana Pereira;active;Adriana;91;2023-11-04;238,0;4,0;6550,94;1637,74;Em Risco;True;2022-04-13;2024-04-06
79.628.991/5184-77;Paula Ferreira;active;Elaine;71;2022-06-17;221,0;4,0;3589,1;897,28;Em Risco;True;2022-03-27;2024-04-23
93.486.186/6969-35;Juliana Lima;active;Keli;21;2022-04-20;182,0;2,0;1150,8;575,4;Novo Promissor;False;2022-02-01;2024-06-01
65.839.363/1734-46;Leticia Ferreira;active;Carla;51;2022-10-24;3,0;4,0;3207,02;801,76;VIP;True;2022-10-09;2024-11-27
36.272.103/3901-97;Isabela Rodrigues;active;Elaine;21;2022-08-31;2,0;5,0;2813,2;562,64;VIP;True;2022-03-15;2024-11-28
46.682.900/2054-64;Ana Silva;inactive;Bianca;51;2022-07-28;417,0;6,0;7065,12;1177,52;Perdendo VIP;True;2022-09-11;2023-10-10
21.110.443/9007-41;Isabela Nascimento;active;Simone;71;2024-10-24;28,0;3,0;4694,64;1564,88;Leal;True;2022-10-25;2024-11-02
66.265.799/3389-28;Renata Martins;active;Vanessa;51;2022-09-18;22,0;7,0;10324,42;1474,92;VIP;True;2023-03-23;2024-11-08
93.283.881/1544-19;Amanda Carvalho;active;Aline;21;2023-01-15;97,0;2,0;594,61;297,3;Novo Promissor;True;2023-09-26;2024-08-25
89.291.419/4773-77;Natalia Pereira;active;Priscila;51;2022-04-06;111,0;4,0;8207,9;2051,98;VIP;True;2022-09-23;2024-08-11
52.947.158/1096-28;Camila Oliveira;active;Juliana;61;2024-02-08;100,0;2,0;3927,7;1963,85;Novo Promissor;True;2022-12-30;2024-08-22
30.377.364/7152-82;Joana Silva;active;Camila;51;2024-04-08;67,0;5,0;6548,61;1309,72;VIP;True;2022-11-16;2024-09-24
36.372.912/9399-27;Maria Lima;active;Fernanda;21;2024-07-14;42,0;8,0;4900,62;612,58;VIP;True;2022-02-14;2024-10-19
